user_id,persona_type,gender,age,province,city,tenure_months,arpu_yuan,data_usage_gb,call_minutes,current_plan,device,preferred_channel,interested_features,satisfaction,churn_risk,interaction_count,last_interaction_days
CM000491,家庭用户,男,30,重庆,渝中区,198,174.48,59.5,636,动感地带校园版,小米13,营业厅,家庭共享套餐|智能家居|亲情号码,满意,中风险,21,43
CM000492,学生群体,女,12,宁夏,吴忠,124,54.05,49.3,100,全球通128元,iPhone 15 Pro,短信营业厅,假期短号|校园流量包|兼职通话,一般,中低风险,10,67
CM000493,家庭用户,男,50,甘肃,白银,206,123.64,37.7,291,移动大流量卡,Redmi Note 12,网上营业厅,亲情号码|儿童手表|智能家居,满意,高风险,24,65
CM000494,家庭用户,女,38,天津,和平区,178,120.17,37.6,654,移动畅享套餐,华为畅享,APP,智能家居|家庭共享套餐|儿童手表,满意,低风险,1,24
CM000495,银发一族,女,68,浙江,嘉兴,81,26.57,1.0,457,全球通388元,realme GT5,APP,语音畅聊包|紧急呼叫|防诈提醒,一般,中低风险,32,64
CM000496,学生群体,女,14,内蒙古,通辽,84,36.72,61.8,120,神州行38元,华为P60,短信营业厅,夜间流量|兼职通话|学习APP免流,满意,中低风险,20,16
CM000497,商务精英,男,37,新疆,石河子,41,148.69,32.6,493,5G融合套餐299,小米13,短信营业厅,5G极速套餐|企业VPN|国际漫游,不满意,中高风险,11,19
CM000498,银发一族,女,80,山东,临沂,225,28.73,4.5,580,移动畅享套餐,OPPO Find X6,营业厅,语音畅聊包|紧急呼叫|防诈提醒,不满意,低风险,9,67
CM000499,潮流青年,男,26,广东,深圳,216,52.55,126.1,112,全球通288元,iPhone SE,短信营业厅,音乐畅听|流量不限量|视频会员,满意,低风险,19,19
CM000500,商务精英,女,39,北京,东城区,42,416.84,44.3,1091,5G融合套餐299,iPhone 14,微信公众号,企业VPN|云存储|国际漫游,满意,高风险,26,56
CM000501,家庭用户,男,31,辽宁,大连,108,109.79,39.5,308,和家庭198,华为P60,营业厅,家庭共享套餐|宽带融合|儿童手表,非常满意,中低风险,17,45
CM000502,蓝领工人,男,44,黑龙江,齐齐哈尔,210,96.04,12.7,363,神州行孝心卡,iPhone SE,APP,老乡号码|视频通话|务工套餐,一般,中低风险,12,90
CM000503,商务精英,男,47,福建,莆田,211,530.66,69.3,1752,5G智享套餐,iPhone SE,APP,商务彩铃|企业VPN|云存储,一般,高风险,27,53
CM000504,学生群体,男,14,云南,曲靖,14,50.01,46.9,129,全球通128元,iPhone SE,微信公众号,夜间流量|学习APP免流|兼职通话,不满意,中低风险,15,30
CM000505,家庭用户,男,41,四川,成都,123,97.22,48.7,680,和家庭168,三星S24,短信营业厅,亲情号码|宽带融合|家庭共享套餐,满意,中高风险,1,48
CM000506,家庭用户,女,43,云南,玉溪,48,190.57,35.6,749,全球通88元,小米13,短信营业厅,智能家居|亲情号码|家庭共享套餐,一般,中低风险,19,0
CM000507,商务精英,男,35,云南,昆明,205,171.44,28.6,1040,移动大流量卡,iPhone 15 Pro,营业厅,企业VPN|云存储|商务彩铃,一般,高风险,1,0
CM000508,潮流青年,女,18,甘肃,酒泉,202,88.33,85.7,177,5G智享套餐,iPhone SE,微信公众号,流量不限量|视频会员|社交免流,不满意,低风险,12,26
CM000509,家庭用户,女,34,海南,三亚,127,162.67,58.9,655,神州行38元,荣耀Magic6,微信公众号,亲情号码|宽带融合|儿童手表,不满意,中低风险,6,11
CM000510,学生群体,男,16,宁夏,固原,225,42.21,32.5,54,5G智享套餐,三星S24,网上营业厅,假期短号|校园流量包|夜间流量,不满意,中低风险,12,44
CM000511,商务精英,男,47,黑龙江,牡丹江,172,232.79,51.1,1147,全球通288元,iPhone 14,营业厅,5G极速套餐|国际漫游|云存储,一般,中高风险,31,67
CM000512,蓝领工人,男,32,青海,德令哈,150,50.65,32.6,410,和家庭198,realme GT5,10086热线,语音优惠|务工套餐|老乡号码,非常不满意,中低风险,12,25
CM000513,银发一族,女,59,河南,南阳,40,52.67,4.2,248,动感地带18元,荣耀Magic6,10086热线,紧急呼叫|防诈提醒|健康监测,满意,中低风险,8,35
CM000514,蓝领工人,男,25,青海,海东,94,71.69,10.9,585,全球通388元,iPhone 14,短信营业厅,务工套餐|语音优惠|闲时流量,一般,中风险,10,105
CM000515,潮流青年,男,19,甘肃,兰州,91,87.19,147.9,207,5G融合套餐299,vivo X100,网上营业厅,游戏加速|流量不限量|社交免流,满意,中低风险,23,30
CM000516,蓝领工人,男,25,西藏,拉萨,63,67.57,24.0,581,移动畅享套餐,荣耀Magic6,营业厅,老乡号码|视频通话|语音优惠,一般,中低风险,13,26
CM000517,学生群体,男,21,江西,南昌,148,46.95,54.7,42,移动大流量卡,华为Mate 60,短信营业厅,假期短号|夜间流量|兼职通话,非常满意,中低风险,22,10
CM000518,学生群体,女,20,山东,烟台,149,37.11,48.5,83,全球通88元,iPhone 15 Pro,营业厅,假期短号|学习APP免流|夜间流量,一般,中高风险,25,34
CM000519,家庭用户,女,35,内蒙古,鄂尔多斯,204,94.26,40.8,585,神州行孝心卡,Redmi Note 12,网上营业厅,家庭共享套餐|亲情号码|儿童手表,不满意,中高风险,12,5
CM000520,家庭用户,男,44,江西,赣州,32,113.71,17.4,545,全球通388元,华为P60,10086热线,亲情号码|智能家居|家庭共享套餐,一般,中低风险,19,10
CM000521,学生群体,男,21,湖北,黄石,114,34.54,73.9,70,全球通288元,小米14,微信公众号,兼职通话|学习APP免流|校园流量包,非常满意,中风险,16,15
CM000522,潮流青年,女,20,广东,深圳,101,107.46,111.5,206,神州行孝心卡,荣耀Magic6,营业厅,视频会员|社交免流|音乐畅听,一般,中低风险,17,5
CM000523,商务精英,女,41,重庆,沙坪坝区,158,338.54,37.9,553,全球通388元,小米14,微信公众号,国际漫游|云存储|5G极速套餐,一般,中风险,17,6
CM000524,潮流青年,女,16,黑龙江,齐齐哈尔,111,98.22,63.3,176,全球通88元,iPhone 15 Pro,微信公众号,视频会员|流量不限量|游戏加速,不满意,中低风险,20,25
CM000525,潮流青年,女,23,新疆,克拉玛依,201,48.66,32.8,210,和家庭198,小米14,APP,流量不限量|音乐畅听|游戏加速,一般,中风险,10,52
CM000526,家庭用户,男,47,四川,南充,86,102.26,51.0,310,全球通288元,iPhone SE,10086热线,亲情号码|家庭共享套餐|宽带融合,一般,中低风险,15,12
CM000527,蓝领工人,男,24,云南,昆明,67,60.53,33.9,538,全球通128元,iPhone 14,营业厅,老乡号码|务工套餐|语音优惠,满意,中低风险,30,51
CM000528,银发一族,女,67,宁夏,中卫,42,43.0,1.2,402,全球通388元,vivo X100,网上营业厅,防诈提醒|紧急呼叫|大字版APP,一般,中高风险,13,1
CM000529,家庭用户,女,36,天津,河西区,109,217.57,49.4,675,全球通188元,小米14,网上营业厅,智能家居|儿童手表|亲情号码,满意,中高风险,8,59
CM000530,银发一族,女,74,内蒙古,鄂尔多斯,188,44.21,0.6,266,5G融合套餐299,iPhone SE,网上营业厅,语音畅聊包|健康监测|防诈提醒,一般,低风险,5,62
CM000531,蓝领工人,男,47,河北,唐山,73,51.34,15.9,323,和家庭198,华为Mate 60,微信公众号,语音优惠|老乡号码|视频通话,满意,中低风险,8,0
CM000532,潮流青年,男,20,吉林,延边,188,96.21,116.3,229,全球通388元,华为畅享,10086热线,视频会员|流量不限量|游戏加速,不满意,高风险,12,31
CM000533,商务精英,男,49,河南,洛阳,94,169.34,90.5,1059,移动畅享套餐,华为畅享,网上营业厅,企业VPN|国际漫游|商务彩铃,满意,高风险,9,42
CM000534,家庭用户,女,50,西藏,昌都,2,193.75,10.6,493,全球通88元,三星S24,短信营业厅,家庭共享套餐|智能家居|宽带融合,满意,低风险,15,121
CM000535,商务精英,男,54,湖南,衡阳,19,580.28,82.5,1844,全球通288元,iPhone 15 Pro,微信公众号,5G极速套餐|商务彩铃|云存储,不满意,中高风险,11,8
CM000536,学生群体,男,15,河南,郑州,79,33.89,62.9,38,全球通88元,iPhone 15 Pro,短信营业厅,学习APP免流|校园流量包|兼职通话,满意,中低风险,23,3
CM000537,潮流青年,女,16,上海,徐汇区,224,56.54,69.8,254,神州行孝心卡,荣耀Magic6,10086热线,音乐畅听|视频会员|流量不限量,非常满意,低风险,15,8
CM000538,蓝领工人,男,38,山西,大同,226,97.05,16.0,414,全球通388元,华为Mate 60,10086热线,闲时流量|老乡号码|视频通话,一般,中高风险,12,12
CM000539,银发一族,女,73,江西,景德镇,82,54.05,4.5,551,移动大流量卡,iPhone 15 Pro,网上营业厅,防诈提醒|大字版APP|紧急呼叫,满意,中低风险,38,124
CM000540,银发一族,男,57,海南,琼海,69,32.76,4.0,238,动感地带校园版,iPhone SE,营业厅,防诈提醒|健康监测|紧急呼叫,非常不满意,低风险,32,3
CM000541,潮流青年,女,26,浙江,宁波,149,51.37,77.1,60,和家庭168,小米14,网上营业厅,视频会员|社交免流|游戏加速,满意,中低风险,1,37
CM000542,商务精英,男,29,海南,三亚,163,426.98,46.0,1224,全球通188元,OPPO Find X6,短信营业厅,云存储|企业VPN|商务彩铃,满意,中高风险,21,1
CM000543,学生群体,女,13,贵州,遵义,7,41.79,26.8,135,动感地带校园版,华为Mate 60,短信营业厅,兼职通话|学习APP免流|假期短号,一般,高风险,18,15
CM000544,潮流青年,女,21,四川,南充,139,44.14,71.5,136,神州行孝心卡,三星S24,营业厅,社交免流|流量不限量|视频会员,非常满意,低风险,9,60
CM000545,银发一族,男,66,重庆,渝中区,111,36.73,4.7,125,全球通388元,华为畅享,APP,健康监测|大字版APP|防诈提醒,满意,高风险,11,17
CM000546,家庭用户,女,43,天津,南开区,237,170.12,40.0,644,全球通188元,三星S24,10086热线,宽带融合|智能家居|亲情号码,一般,中低风险,26,3
CM000547,学生群体,女,22,重庆,南岸区,40,30.49,72.1,140,动感地带校园版,realme GT5,微信公众号,校园流量包|假期短号|学习APP免流,一般,中低风险,9,22
CM000548,学生群体,女,21,四川,成都,66,44.3,53.8,47,移动大流量卡,OPPO Find X6,APP,夜间流量|校园流量包|兼职通话,非常不满意,中风险,3,98
CM000549,银发一族,男,72,福建,漳州,65,23.45,1.0,100,全球通128元,三星S24,营业厅,紧急呼叫|大字版APP|健康监测,一般,中风险,31,15
CM000550,蓝领工人,男,27,重庆,九龙坡区,1,73.37,10.6,460,全球通288元,小米14,短信营业厅,务工套餐|视频通话|老乡号码,不满意,低风险,1,16
CM000551,商务精英,男,49,山东,青岛,88,191.56,94.4,375,动感地带18元,荣耀Magic6,微信公众号,商务彩铃|5G极速套餐|国际漫游,一般,中风险,10,39
CM000552,潮流青年,男,19,安徽,蚌埠,107,81.97,81.6,241,动感地带18元,小米13,网上营业厅,社交免流|视频会员|流量不限量,不满意,中高风险,5,2
CM000553,潮流青年,女,17,甘肃,天水,21,122.18,52.7,125,神州行38元,Redmi Note 12,微信公众号,视频会员|游戏加速|社交免流,一般,中低风险,35,56
CM000554,蓝领工人,女,25,新疆,克拉玛依,36,48.31,38.8,465,移动大流量卡,vivo X100,微信公众号,老乡号码|语音优惠|视频通话,不满意,中高风险,13,2
CM000555,潮流青年,男,28,广西,北海,18,84.5,139.4,281,神州行孝心卡,Redmi Note 12,短信营业厅,视频会员|音乐畅听|社交免流,一般,中低风险,23,1
CM000556,家庭用户,男,43,黑龙江,哈尔滨,61,173.41,52.6,797,全球通128元,OPPO Find X6,短信营业厅,宽带融合|儿童手表|亲情号码,非常不满意,低风险,15,151
CM000557,蓝领工人,男,39,湖南,岳阳,16,93.34,28.0,213,5G智享套餐,小米13,微信公众号,闲时流量|务工套餐|语音优惠,满意,中风险,16,0
CM000558,银发一族,男,65,福建,厦门,180,48.97,1.1,442,全球通88元,Redmi Note 12,营业厅,大字版APP|紧急呼叫|语音畅聊包,一般,中风险,14,49
CM000559,潮流青年,男,24,贵州,遵义,181,56.8,128.6,268,全球通128元,Redmi Note 12,微信公众号,游戏加速|社交免流|视频会员,满意,低风险,18,0
CM000560,学生群体,女,20,湖北,武汉,189,41.59,37.3,140,全球通188元,华为Mate 60,APP,夜间流量|学习APP免流|校园流量包,一般,低风险,15,12
CM000561,潮流青年,男,24,内蒙古,鄂尔多斯,63,55.31,86.1,186,全球通288元,iPhone SE,短信营业厅,视频会员|社交免流|游戏加速,非常不满意,中风险,26,51
CM000562,潮流青年,男,20,河南,郑州,118,55.03,69.3,191,神州行孝心卡,iPhone SE,网上营业厅,视频会员|音乐畅听|流量不限量,满意,低风险,21,8
CM000563,银发一族,女,67,安徽,安庆,7,56.86,0.6,372,5G融合套餐299,华为P60,10086热线,紧急呼叫|语音畅聊包|防诈提醒,非常不满意,中风险,20,5
CM000564,潮流青年,男,19,天津,南开区,46,74.29,69.2,178,神州行孝心卡,华为畅享,微信公众号,视频会员|音乐畅听|游戏加速,一般,中低风险,14,39
CM000565,商务精英,女,43,北京,西城区,12,310.75,22.6,969,移动畅享套餐,华为畅享,APP,国际漫游|企业VPN|商务彩铃,一般,中低风险,10,27
CM000566,家庭用户,女,32,黑龙江,佳木斯,168,225.69,16.6,542,全球通388元,OPPO Find X6,微信公众号,亲情号码|宽带融合|智能家居,一般,中低风险,11,3
CM000567,家庭用户,男,31,山西,太原,217,118.95,26.8,768,神州行38元,华为Mate 60,网上营业厅,家庭共享套餐|亲情号码|儿童手表,满意,中低风险,3,53
CM000568,家庭用户,女,40,河北,保定,125,148.12,35.8,606,全球通88元,华为P60,网上营业厅,智能家居|家庭共享套餐|宽带融合,不满意,低风险,8,1
CM000569,潮流青年,女,17,黑龙江,哈尔滨,183,77.11,145.9,231,移动畅享套餐,荣耀Magic6,网上营业厅,音乐畅听|社交免流|流量不限量,一般,中低风险,24,98
CM000570,学生群体,男,18,江苏,南京,51,41.05,45.7,145,神州行38元,OPPO Find X6,短信营业厅,夜间流量|假期短号|兼职通话,一般,中风险,19,49
CM000571,学生群体,男,13,青海,德令哈,175,46.41,78.7,37,全球通88元,华为畅享,10086热线,假期短号|学习APP免流|夜间流量,满意,中低风险,19,3
CM000572,潮流青年,男,22,甘肃,张掖,171,83.83,116.6,283,和家庭198,iPhone 14,营业厅,游戏加速|社交免流|音乐畅听,一般,低风险,11,44
CM000573,潮流青年,男,26,贵州,六盘水,43,123.3,92.6,224,移动畅享套餐,iPhone 15 Pro,APP,音乐畅听|社交免流|视频会员,满意,中高风险,16,14
CM000574,家庭用户,男,42,海南,文昌,96,172.16,12.5,405,全球通188元,小米13,营业厅,宽带融合|儿童手表|智能家居,非常满意,中低风险,27,21
CM000575,潮流青年,男,20,山东,济南,132,77.15,138.0,262,5G融合套餐299,iPhone 15 Pro,微信公众号,视频会员|社交免流|流量不限量,满意,中低风险,14,79
CM000576,学生群体,女,12,安徽,安庆,135,31.28,75.7,102,全球通388元,Redmi Note 12,营业厅,夜间流量|学习APP免流|兼职通话,不满意,低风险,2,16
CM000577,蓝领工人,男,26,吉林,吉林,81,55.18,25.6,234,神州行38元,华为Mate 60,短信营业厅,语音优惠|务工套餐|老乡号码,满意,中高风险,4,22
CM000578,学生群体,男,22,宁夏,中卫,160,33.93,68.3,30,动感地带校园版,iPhone 15 Pro,APP,兼职通话|学习APP免流|夜间流量,不满意,中风险,21,73
CM000579,潮流青年,女,16,湖南,岳阳,201,66.84,62.5,226,移动大流量卡,华为畅享,营业厅,社交免流|流量不限量|视频会员,满意,中低风险,32,0
CM000580,家庭用户,男,44,上海,静安区,211,197.19,27.2,419,全球通288元,Redmi Note 12,APP,智能家居|儿童手表|宽带融合,一般,中低风险,19,48
CM000581,家庭用户,女,35,湖南,长沙,194,122.92,30.3,330,5G智享套餐,华为P60,微信公众号,智能家居|亲情号码|宽带融合,满意,中风险,12,15
CM000582,家庭用户,男,47,重庆,渝中区,113,139.95,40.1,452,全球通128元,小米13,短信营业厅,儿童手表|宽带融合|家庭共享套餐,满意,中高风险,33,4
CM000583,潮流青年,男,17,重庆,江北区,81,125.32,119.8,131,5G融合套餐299,iPhone 15 Pro,短信营业厅,社交免流|视频会员|流量不限量,一般,中低风险,17,11
CM000584,银发一族,女,63,贵州,贵阳,186,23.62,2.1,465,神州行38元,realme GT5,网上营业厅,健康监测|语音畅聊包|大字版APP,满意,中低风险,18,28
CM000585,商务精英,女,47,海南,文昌,152,558.8,71.8,1943,全球通128元,iPhone 14,APP,5G极速套餐|企业VPN|商务彩铃,满意,低风险,13,13
CM000586,家庭用户,男,50,宁夏,吴忠,24,191.21,28.1,327,神州行38元,华为畅享,APP,家庭共享套餐|儿童手表|亲情号码,满意,高风险,1,18
CM000587,商务精英,男,31,黑龙江,齐齐哈尔,133,359.94,50.5,1687,神州行孝心卡,小米14,短信营业厅,企业VPN|云存储|国际漫游,满意,中高风险,11,15
CM000588,学生群体,女,15,湖北,襄阳,104,20.73,73.8,123,神州行孝心卡,小米14,10086热线,兼职通话|夜间流量|假期短号,非常不满意,低风险,16,10
CM000589,潮流青年,女,26,辽宁,大连,148,79.17,103.7,170,动感地带校园版,iPhone SE,APP,流量不限量|音乐畅听|社交免流,非常不满意,中低风险,23,21
CM000590,蓝领工人,男,48,黑龙江,佳木斯,107,62.58,17.3,365,动感地带18元,小米13,微信公众号,视频通话|老乡号码|务工套餐,满意,中低风险,16,72
CM000591,蓝领工人,男,30,云南,丽江,193,72.66,39.1,323,动感地带校园版,iPhone SE,营业厅,语音优惠|老乡号码|务工套餐,不满意,中低风险,1,11
CM000592,家庭用户,女,36,内蒙古,通辽,202,209.07,23.3,653,动感地带18元,vivo X100,网上营业厅,亲情号码|家庭共享套餐|智能家居,一般,中低风险,14,43
CM000593,潮流青年,男,27,甘肃,白银,214,107.15,67.1,197,5G融合套餐299,华为畅享,网上营业厅,社交免流|视频会员|音乐畅听,满意,中风险,21,5
CM000594,蓝领工人,男,41,浙江,嘉兴,153,48.89,14.6,406,和家庭198,华为Mate 60,网上营业厅,闲时流量|老乡号码|务工套餐,一般,中风险,7,22
CM000595,学生群体,男,21,黑龙江,牡丹江,174,39.96,21.1,147,全球通288元,iPhone SE,短信营业厅,校园流量包|夜间流量|学习APP免流,不满意,中高风险,19,6
CM000596,家庭用户,女,35,吉林,四平,58,102.0,30.2,773,全球通388元,小米14,营业厅,亲情号码|家庭共享套餐|儿童手表,一般,中低风险,32,22
CM000597,学生群体,女,19,山西,阳泉,31,40.42,26.9,81,移动大流量卡,华为Mate 60,APP,兼职通话|假期短号|学习APP免流,一般,中低风险,19,5
CM000598,蓝领工人,女,34,吉林,通化,59,65.07,30.5,387,神州行38元,realme GT5,营业厅,务工套餐|老乡号码|闲时流量,非常满意,中低风险,1,18
CM000599,潮流青年,男,25,云南,昆明,128,57.73,106.7,191,5G融合套餐299,OPPO Find X6,短信营业厅,音乐畅听|流量不限量|游戏加速,满意,低风险,19,2
CM000600,家庭用户,女,43,江西,九江,125,137.96,46.7,451,移动大流量卡,小米14,网上营业厅,智能家居|亲情号码|家庭共享套餐,满意,中风险,4,9
CM000601,家庭用户,男,38,黑龙江,齐齐哈尔,234,186.9,28.0,240,移动畅享套餐,华为P60,网上营业厅,宽带融合|亲情号码|智能家居,非常满意,低风险,24,31
CM000602,银发一族,女,63,湖南,长沙,111,57.46,2.9,301,全球通388元,iPhone 15 Pro,网上营业厅,健康监测|防诈提醒|语音畅聊包,非常不满意,中风险,11,60
CM000603,银发一族,男,77,河南,开封,100,53.48,0.7,581,移动畅享套餐,realme GT5,APP,大字版APP|健康监测|防诈提醒,不满意,低风险,18,8
CM000604,蓝领工人,男,27,河南,郑州,210,49.7,28.2,285,和家庭198,华为Mate 60,10086热线,老乡号码|闲时流量|务工套餐,满意,中高风险,3,42
CM000605,家庭用户,女,32,河北,保定,30,185.46,29.2,538,5G融合套餐299,iPhone SE,APP,智能家居|宽带融合|亲情号码,非常满意,中低风险,17,5
CM000606,潮流青年,女,22,海南,海口,72,55.26,44.2,261,全球通128元,荣耀Magic6,营业厅,游戏加速|社交免流|流量不限量,一般,低风险,17,2
CM000607,商务精英,女,38,湖北,襄阳,229,298.26,95.2,1628,神州行孝心卡,华为畅享,营业厅,商务彩铃|5G极速套餐|国际漫游,满意,中风险,20,15
CM000608,家庭用户,男,37,安徽,芜湖,71,201.88,26.4,329,动感地带18元,华为Mate 60,网上营业厅,家庭共享套餐|智能家居|儿童手表,满意,中风险,26,14
CM000609,学生群体,女,15,天津,河西区,184,55.31,66.9,100,全球通128元,荣耀Magic6,10086热线,学习APP免流|兼职通话|校园流量包,不满意,中风险,21,76
CM000610,家庭用户,女,39,黑龙江,齐齐哈尔,111,97.49,18.6,454,动感地带18元,vivo X100,微信公众号,亲情号码|家庭共享套餐|智能家居,满意,中高风险,11,53
CM000611,学生群体,女,12,四川,绵阳,154,26.36,56.6,110,全球通388元,Redmi Note 12,APP,夜间流量|校园流量包|假期短号,不满意,中风险,1,97
CM000612,潮流青年,男,17,河北,唐山,207,53.64,149.3,259,神州行38元,华为Mate 60,短信营业厅,流量不限量|游戏加速|社交免流,一般,中低风险,19,28
CM000613,潮流青年,男,23,安徽,安庆,116,113.74,96.4,187,移动大流量卡,iPhone 15 Pro,10086热线,社交免流|音乐畅听|游戏加速,非常满意,中风险,12,13
CM000614,潮流青年,女,17,河南,开封,70,84.94,69.4,273,全球通388元,realme GT5,10086热线,音乐畅听|流量不限量|社交免流,不满意,中风险,13,130
CM000615,潮流青年,男,21,新疆,克拉玛依,196,118.65,132.1,258,5G融合套餐299,Redmi Note 12,网上营业厅,社交免流|音乐畅听|游戏加速,非常满意,高风险,22,33
CM000616,潮流青年,女,24,天津,河东区,52,56.92,120.8,92,移动畅享套餐,三星S24,微信公众号,游戏加速|视频会员|流量不限量,不满意,中高风险,1,31
CM000617,银发一族,男,60,湖北,荆州,113,31.89,2.5,466,全球通88元,华为Mate 60,微信公众号,语音畅聊包|防诈提醒|紧急呼叫,一般,中低风险,20,12
CM000618,银发一族,男,55,上海,黄浦区,120,28.61,3.1,527,全球通88元,iPhone SE,短信营业厅,健康监测|大字版APP|语音畅聊包,一般,中低风险,12,7
CM000619,银发一族,女,56,天津,和平区,10,56.99,2.1,529,动感地带校园版,OPPO Find X6,短信营业厅,紧急呼叫|防诈提醒|大字版APP,满意,中风险,18,70
CM000620,家庭用户,男,41,湖北,襄阳,100,113.51,18.7,473,神州行孝心卡,小米13,营业厅,智能家居|宽带融合|亲情号码,满意,低风险,6,12
CM000621,银发一族,男,60,辽宁,大连,47,50.75,4.7,333,动感地带校园版,华为Mate 60,营业厅,大字版APP|紧急呼叫|防诈提醒,满意,中低风险,22,47
CM000622,潮流青年,女,27,福建,福州,91,110.27,110.9,156,神州行38元,华为P60,APP,游戏加速|音乐畅听|视频会员,一般,低风险,13,35
CM000623,银发一族,男,56,内蒙古,包头,177,55.13,3.2,104,移动畅享套餐,OPPO Find X6,APP,语音畅聊包|大字版APP|防诈提醒,满意,中风险,13,23
CM000624,家庭用户,女,35,山东,潍坊,202,219.83,42.3,411,5G融合套餐299,vivo X100,微信公众号,家庭共享套餐|宽带融合|儿童手表,满意,中低风险,7,11
CM000625,商务精英,女,43,山西,大同,171,219.35,67.9,1937,神州行38元,小米14,营业厅,企业VPN|国际漫游|云存储,满意,高风险,1,7
CM000626,学生群体,男,12,青海,德令哈,191,20.86,40.2,70,和家庭168,realme GT5,营业厅,学习APP免流|假期短号|兼职通话,一般,高风险,16,67
CM000627,家庭用户,女,37,安徽,安庆,100,118.39,58.2,476,全球通88元,OPPO Find X6,微信公众号,亲情号码|家庭共享套餐|宽带融合,不满意,中低风险,29,6
CM000628,潮流青年,女,16,甘肃,白银,138,67.28,120.8,171,和家庭198,三星S24,短信营业厅,音乐畅听|流量不限量|视频会员,一般,高风险,11,77
CM000629,商务精英,女,34,西藏,昌都,218,213.24,44.3,356,和家庭168,iPhone 15 Pro,10086热线,企业VPN|云存储|商务彩铃,满意,低风险,22,22
CM000630,学生群体,男,21,浙江,杭州,123,43.25,39.7,111,全球通128元,OPPO Find X6,微信公众号,校园流量包|学习APP免流|夜间流量,一般,中低风险,10,23
CM000631,学生群体,男,12,海南,琼海,213,48.82,29.3,72,全球通188元,vivo X100,微信公众号,夜间流量|假期短号|学习APP免流,不满意,中高风险,14,1
CM000632,潮流青年,女,20,辽宁,锦州,58,56.88,34.5,201,全球通388元,OPPO Find X6,微信公众号,社交免流|音乐畅听|视频会员,一般,低风险,21,9
CM000633,银发一族,女,64,甘肃,兰州,144,25.35,1.0,447,和家庭198,iPhone SE,10086热线,大字版APP|紧急呼叫|语音畅聊包,一般,中风险,1,48
CM000634,蓝领工人,男,40,吉林,通化,49,58.65,26.4,524,神州行38元,华为Mate 60,网上营业厅,视频通话|闲时流量|务工套餐,一般,中低风险,11,31
CM000635,潮流青年,女,18,河北,保定,6,69.09,96.4,248,和家庭198,华为Mate 60,短信营业厅,社交免流|游戏加速|音乐畅听,不满意,中风险,12,27
CM000636,商务精英,女,36,内蒙古,呼和浩特,48,185.85,52.8,924,和家庭198,三星S24,营业厅,云存储|商务彩铃|5G极速套餐,一般,中低风险,11,52
CM000637,商务精英,女,29,贵州,贵阳,65,479.12,56.6,1382,5G智享套餐,华为P60,短信营业厅,云存储|企业VPN|商务彩铃,一般,中高风险,10,13
CM000638,蓝领工人,男,26,甘肃,兰州,194,97.17,11.7,450,动感地带18元,小米14,10086热线,务工套餐|语音优惠|老乡号码,非常满意,高风险,24,14
CM000639,家庭用户,女,44,广东,佛山,48,206.74,22.0,789,移动大流量卡,iPhone 15 Pro,10086热线,宽带融合|儿童手表|家庭共享套餐,满意,中风险,9,18
CM000640,商务精英,女,41,广东,佛山,11,283.02,64.0,1667,移动畅享套餐,iPhone SE,APP,企业VPN|商务彩铃|云存储,一般,中风险,16,0
CM000641,蓝领工人,女,34,西藏,山南,30,87.98,11.9,231,5G智享套餐,iPhone 15 Pro,营业厅,闲时流量|老乡号码|务工套餐,满意,中低风险,9,167
CM000642,银发一族,男,77,北京,海淀区,188,55.45,2.3,570,全球通188元,小米14,短信营业厅,紧急呼叫|防诈提醒|大字版APP,非常不满意,中低风险,1,5
CM000643,蓝领工人,女,31,海南,文昌,203,65.22,25.0,535,动感地带18元,iPhone SE,短信营业厅,闲时流量|视频通话|语音优惠,非常不满意,中风险,19,9
CM000644,蓝领工人,男,27,云南,大理,55,57.46,17.7,322,移动畅享套餐,小米13,营业厅,语音优惠|老乡号码|闲时流量,满意,中高风险,10,8
CM000645,潮流青年,男,25,西藏,日喀则,172,123.32,122.3,119,移动大流量卡,小米13,短信营业厅,游戏加速|流量不限量|音乐畅听,一般,中低风险,32,22
CM000646,潮流青年,女,18,浙江,杭州,133,111.91,83.4,51,全球通188元,OPPO Find X6,短信营业厅,音乐畅听|社交免流|游戏加速,一般,中低风险,1,55
CM000647,家庭用户,女,44,广西,柳州,174,181.32,40.6,335,和家庭168,华为Mate 60,营业厅,智能家居|儿童手表|宽带融合,一般,中低风险,7,12
CM000648,潮流青年,男,17,天津,南开区,69,96.23,47.9,156,和家庭198,iPhone SE,短信营业厅,视频会员|游戏加速|社交免流,非常满意,低风险,17,17
CM000649,商务精英,男,36,广东,深圳,118,379.43,22.7,1423,全球通288元,Redmi Note 12,微信公众号,国际漫游|5G极速套餐|商务彩铃,一般,低风险,6,72
CM000650,银发一族,女,55,海南,三亚,172,36.58,2.9,214,动感地带18元,小米13,短信营业厅,防诈提醒|大字版APP|语音畅聊包,一般,中低风险,17,8
CM000651,商务精英,女,42,吉林,延边,108,572.43,61.0,1249,和家庭168,iPhone 15 Pro,短信营业厅,云存储|商务彩铃|企业VPN,满意,中风险,21,17
CM000652,家庭用户,女,46,湖南,衡阳,9,188.71,15.4,725,动感地带校园版,华为Mate 60,APP,智能家居|家庭共享套餐|儿童手表,一般,中高风险,18,57
